Vernr;Bokföringsdatum;Registreringsdatum;Konto;Benämning;Ks;Projnr;Verifikationstext;Transaktionsinfo;Debet;Kredit
A1006;2023-09-07;2023-10-03;1946;Bank nollning;NOL1;;Systembolaget K4673;;1293;
A1006;2023-09-07;2023-10-03;4412;Inköp pubdryck;NOL1;;Systembolaget K4673;;;1293
A1007;2023-09-25;2023-09-25;1941;Bank F;;;Häs Presentkort;;;4550
A1007;2023-09-25;2023-09-25;7910;Stipendiekostnad;ADM1;;Häs Presentkort;;4550;
A1008;2023-09-18;2023-09-25;1946;Bank nollning;NOL1;;AXFOOD SNABBGROSS K4673;;;11723,92
A1008;2023-09-18;2023-09-25;4311;Inköp mat;NOL1;;AXFOOD SNABBGROSS K4673;;11723,92;
A1009;2023-09-18;2023-09-25;1946;Bank nollning;NOL1;;AXFOOD SNABBGROSS K4673;;;5098,58
A1009;2023-09-18;2023-09-25;4311;Inköp mat;NOL1;;AXFOOD SNABBGROSS K4673;;5098,58;
A1010;2023-09-25;2023-09-25;1941;Bank F;;;Kundbet IKEA IT AB (1902);;;24050
A1010;2023-09-25;2023-09-25;1610;Fordringar;;;Kundbet IKEA IT AB (1902);;24050;
A1011;2023-09-25;2023-09-25;1941;Bank F;;;Kundbet IKEA IT AB (1874);;24050;
A1011;2023-09-25;2023-09-25;1610;Fordringar;;;Kundbet IKEA IT AB (1874);;;24050
A1012;2023-09-13;2023-09-25;1944;Bank projekt;;;nya Termosar;;;10470
A1012;2023-09-13;2023-09-25;2173;Reparationsfonden;;;nya Termosar;;10470;
A1013;2023-09-25;2023-09-25;1941;Bank F;;;Aspia;;;4306,25
A1013;2023-09-25;2023-09-25;6570;Bankkostnader;ADM1;;Aspia;;4306,25;
A1014;2023-09-25;2023-09-25;1941;Bank F;;;Skadogörelse A sek;;;350
A1014;2023-09-25;2023-09-25;4490;Övriga kostnader;NOL1;;Skadogörelse A sek;;350;
A1015;2023-09-25;2023-09-25;1941;Bank F;;;Sponsring A sektionen;;;5000
A1015;2023-09-25;2023-09-25;7111;Styrelsen disponibelt;ADM1;;Sponsring A sektionen;;5000;
A1016;2023-09-25;2023-09-25;1941;Bank F;;;Merch inköp;;;141
A1016;2023-09-25;2023-09-25;4321;Inköp varor;PRY1;;Merch inköp;;141;
A1017;2023-09-28;2023-09-27;1942;Bank café;;;Utlägg caf;;;293,8
A1017;2023-09-28;2023-09-27;4321;Inköp varor;CAF1;;Utlägg caf;;293,8;
A1018;2023-09-28;2023-09-27;1942;Bank café;;;Utlägg caf;;;340
A1018;2023-09-28;2023-09-27;4321;Inköp varor;CAF1;;Utlägg caf;;340;
A1019;2023-09-28;2023-09-27;1942;Bank café;;;Utlägg caf;;;201
A1019;2023-09-28;2023-09-27;4321;Inköp varor;CAF1;;Utlägg caf;;201;
A1020;2023-09-20;2023-09-27;1944;Bank projekt;;;ICA KVANTUM MALMBORGS K1665;;;20
A1020;2023-09-20;2023-09-27;4321;Inköp varor;CAF1;;ICA KVANTUM MALMBORGS K1665;;20;
A1021;2023-09-19;2023-09-27;1944;Bank projekt;;;BILTEMA SWEDEN LUND K1665;;;204,5
A1021;2023-09-19;2023-09-27;5460;Förbrukningsmaterial;CAF1;;BILTEMA SWEDEN LUND K1665;;204,5;
A1022;2023-09-18;2023-09-27;1944;Bank projekt;;;8,85092E+11;;;3501
A1022;2023-09-18;2023-09-27;4321;Inköp varor;CAF1;;8,85092E+11;;3501;
A1023;2023-09-22;2023-09-27;3800;Internt (biljetter och försäljning);CAF1;;Sexet;Hilbertmackor;;1337
A1023;2023-09-22;2023-09-27;7695;Arbetskostnad;SEX1;;Sexet;Jobbarmat;1337;
A1024;2023-09-11;2023-09-27;3800;Internt (biljetter och försäljning);CAF1;;Farad;Kaffe, mm;;260
A1024;2023-09-11;2023-09-27;4210;Arrangemangskostnad;FNU2;;Farad;Kaffe, mm;260;
A1025;2023-09-20;2023-09-27;3800;Internt (biljetter och försäljning);CAF1;;Kulturministeriet;140 Mackor;;4200
A1025;2023-09-20;2023-09-27;4210;Arrangemangskostnad;KUL1;;Kulturministeriet;Sci-fi crawl;4200;
A1026;2023-09-12;2023-09-27;3800;Internt (biljetter och försäljning);CAF1;;Sångarstriden;Kaffe;;150
A1026;2023-09-12;2023-09-27;4311;Inköp mat;KUL3;;Sångarstriden;Kaffe;150;
A1027;2023-09-18;2023-09-27;1942;Bank café;;;SC1310428965;;;10641
A1027;2023-09-18;2023-09-27;4321;Inköp varor;CAF1;;SC1310428965;;9675,02;
A1027;2023-09-18;2023-09-27;5460;Förbrukningsmaterial;CAF1;;SC1310428965;;965,98;
A1028;2023-09-22;2023-09-27;1942;Bank café;;;SC1310429400;;;6158
A1028;2023-09-22;2023-09-27;4321;Inköp varor;CAF1;;SC1310429400;;6158;
A1029;2023-09-25;2023-09-27;1942;Bank café;;;SC1310429683;;;8361
A1029;2023-09-25;2023-09-27;4321;Inköp varor;CAF1;;SC1310429683;;6497,13;
A1029;2023-09-25;2023-09-27;5460;Förbrukningsmaterial;CAF1;;SC1310429683;;1863,87;
A1030;2023-09-21;2023-09-29;1941;Bank F;;;8,31397E+13;;;8000
A1030;2023-09-21;2023-09-29;1943;Bank sexmästeriet;;;8,31397E+13;;8000;
A1031;2023-09-19;2023-09-29;1941;Bank F;;;8,31397E+13;;;30000
A1031;2023-09-19;2023-09-29;1943;Bank sexmästeriet;;;8,31397E+13;;30000;
A1032;2023-09-19;2023-09-29;1941;Bank F;;;8,31397E+13;;;15000
A1032;2023-09-19;2023-09-29;1943;Bank sexmästeriet;;;8,31397E+13;;15000;
A1033;2023-09-29;2023-09-29;1943;Bank sexmästeriet;;;8,31397E+13;;;14420,38
A1033;2023-09-29;2023-09-29;1941;Bank F;;;8,31397E+13;;14420,38;
A1034;2023-09-28;2023-09-29;1943;Bank sexmästeriet;;;Tillstånd Älgresa Sittning;;;1400
A1034;2023-09-28;2023-09-29;4210;Arrangemangskostnad;KUL1;;Tillstånd Älgresa Sittning;;1400;
A1035;2023-09-28;2023-09-29;3800;Internt (biljetter och försäljning);SEX1;;Anmodan Nollegasque;;;9720
A1035;2023-09-28;2023-09-29;6070;Representaion;SEX1;;Anmodan Nollegasque;;720;
A1035;2023-09-28;2023-09-29;6070;Representaion;SAN1;;Anmodan Nollegasque;;360;
A1035;2023-09-28;2023-09-29;7694;Reglementerat funktionärstack;NOL1;;Anmodan Nollegasque;;1080;
A1035;2023-09-28;2023-09-29;7695;Arbetskostnad;CAF1;;Anmodan Nollegasque;;180;
A1035;2023-09-28;2023-09-29;7694;Reglementerat funktionärstack;KUL1;;Anmodan Nollegasque;;360;
A1035;2023-09-28;2023-09-29;7694;Reglementerat funktionärstack;KUL2;;Anmodan Nollegasque;;180;
A1035;2023-09-28;2023-09-29;7694;Reglementerat funktionärstack;KUL3;;Anmodan Nollegasque;;360;
A1035;2023-09-28;2023-09-29;7694;Reglementerat funktionärstack;LIK1;;Anmodan Nollegasque;;180;
A1035;2023-09-28;2023-09-29;7694;Reglementerat funktionärstack;ADM2;;Anmodan Nollegasque;;4500;
A1035;2023-09-28;2023-09-29;7694;Reglementerat funktionärstack;PRY2;;Anmodan Nollegasque;;180;
A1035;2023-09-28;2023-09-29;7694;Reglementerat funktionärstack;SAN1;;Anmodan Nollegasque;;360;
A1035;2023-09-28;2023-09-29;7694;Reglementerat funktionärstack;SEX1;;Anmodan Nollegasque;;900;
A1035;2023-09-28;2023-09-29;7694;Reglementerat funktionärstack;STU1;;Anmodan Nollegasque;;360;
A1036;2023-09-29;2023-09-29;1941;Bank F;;;Wermlands;;;21220
A1036;2023-09-29;2023-09-29;5222;Hyra lokal;NOL1;;Wermlands;;21220;
A1037;2023-09-29;2023-09-29;1941;Bank F;;;Märken Nollesex;;;2056
A1037;2023-09-29;2023-09-29;4321;Inköp varor;NOL1;;Märken Nollesex;;2056;
A1038;2023-09-29;2023-09-29;1941;Bank F;;;Campet lampa;;;199,9
A1038;2023-09-29;2023-09-29;5460;Förbrukningsmaterial;NOL1;;Campet lampa;;199,9;
A1039;2023-09-29;2023-09-29;1941;Bank F;;;Mötesfika;;;162,9
A1039;2023-09-29;2023-09-29;4311;Inköp mat;NOL1;;Mötesfika;;162,9;
A1040;2023-09-29;2023-09-29;1941;Bank F;;;Faddergruppsmat;;;466,55
A1040;2023-09-29;2023-09-29;4311;Inköp mat;NOL1;;Faddergruppsmat;;466,55;
A1041;2023-09-29;2023-09-29;1941;Bank F;;;Nollympiaden;;;264,7
A1041;2023-09-29;2023-09-29;5460;Förbrukningsmaterial;NOL1;;Nollympiaden;;264,7;
A1042;2023-09-29;2023-09-29;1941;Bank F;;;Nollesex komp;;;235,9
A1042;2023-09-29;2023-09-29;4311;Inköp mat;NOL1;;Nollesex komp;;235,9;
A1043;2023-09-29;2023-09-29;1941;Bank F;;;Nollesex komp;;;332
A1043;2023-09-29;2023-09-29;4311;Inköp mat;NOL1;;Nollesex komp;;332;
A1044;2023-09-29;2023-09-29;1941;Bank F;;;Nollesex jobbarm;;;2470
A1044;2023-09-29;2023-09-29;4311;Inköp mat;NOL1;;Nollesex jobbarm;;2470;
A1045;2023-09-27;2023-10-03;1946;Bank nollning;NOL1;;Systembolaget K4673;;3605,1;
A1045;2023-09-27;2023-10-03;4412;Inköp pubdryck;NOL1;;Systembolaget K4673;;;3605,1
A1046;2023-09-21;2023-10-03;1946;Bank nollning;NOL1;;Systembolaget K4673;;;2686
A1046;2023-09-21;2023-10-03;4412;Inköp pubdryck;NOL1;;Systembolaget K4673;;2686;
A1047;2023-09-20;2023-09-29;1946;Bank nollning;NOL1;;SNABBGROSS MALMÖ K9075;;;1556,25
A1047;2023-09-20;2023-09-29;5460;Förbrukningsmaterial;NOL1;;SNABBGROSS MALMÖ K9075;;1556,25;
A1048;2023-09-22;2023-10-01;1943;Bank sexmästeriet;;;STORA COOP LUND K9173;;;956,1
A1048;2023-09-22;2023-10-01;4311;Inköp mat;SEX1;;STORA COOP LUND K9173;;956,1;
A1049;2023-09-22;2023-10-01;1943;Bank sexmästeriet;;;MALMSTENS FISK OCH KOK K9173;;;7488
A1049;2023-09-22;2023-10-01;4311;Inköp mat;SEX1;;MALMSTENS FISK OCH KOK K9173;;7488;
A1050;2023-09-25;2023-10-01;1943;Bank sexmästeriet;;;ICA KVANTUM MALMBORGS K9173;;;212,7
A1050;2023-09-25;2023-10-01;4311;Inköp mat;SEX1;;ICA KVANTUM MALMBORGS K9173;;212,7;
A1051;2023-09-22;2023-10-01;1943;Bank sexmästeriet;;;ICA KVANTUM MALMBORGS K9173;;;303,5
A1051;2023-09-22;2023-10-01;4311;Inköp mat;SEX1;;ICA KVANTUM MALMBORGS K9173;;303,5;
A1052;2023-09-22;2023-10-01;1943;Bank sexmästeriet;;;AXFOOD SNABBGROSS K9173;;;21554,65
A1052;2023-09-22;2023-10-01;4311;Inköp mat;SEX1;;AXFOOD SNABBGROSS K9173;;21554,65;
A1053;2023-09-25;2023-10-01;1943;Bank sexmästeriet;;;AXFOOD SNABBGROSS K9173;;360;
A1053;2023-09-25;2023-10-01;4311;Inköp mat;SEX1;;AXFOOD SNABBGROSS K9173;;;360
A1054;2023-09-21;2023-10-01;1943;Bank sexmästeriet;;;Systembolaget K6612;;;18917,4
A1054;2023-09-21;2023-10-01;4412;Inköp pubdryck;SEX1;;Systembolaget K6612;;18917,4;
A1055;2023-09-28;2023-10-01;1943;Bank sexmästeriet;;;Systembolaget   K6612 (Retur);;1851,4;
A1055;2023-09-28;2023-10-01;4412;Inköp pubdryck;SEX1;;Systembolaget   K6612 (Retur);;;1851,4
A1056;2023-09-22;2023-10-01;1943;Bank sexmästeriet;;;STORA COOP LUND K6612;;;1644,85
A1056;2023-09-22;2023-10-01;4412;Inköp pubdryck;SEX1;;STORA COOP LUND K6612;;1644,85;
A1057;2023-09-20;2023-10-01;1943;Bank sexmästeriet;;;OOB LUND 115 K7682;;;558
A1057;2023-09-20;2023-10-01;4321;Inköp varor;SEX1;;OOB LUND 115 K7682;;558;
A1058;2023-09-20;2023-10-01;1943;Bank sexmästeriet;;;HEMTEX NOVA K7682;;;114
A1058;2023-09-20;2023-10-01;4321;Inköp varor;SEX1;;HEMTEX NOVA K7682;;114;
A1059;2023-09-20;2023-10-01;1943;Bank sexmästeriet;;;Systembolaget K7682;;;2725
A1059;2023-09-20;2023-10-01;4311;Inköp mat;SEX1;;Systembolaget K7682;;2725;
A1060;2023-08-30;2023-10-01;1943;Bank sexmästeriet;;;Systembolaget K7682;;;9550
A1060;2023-08-30;2023-10-01;4312;Inköp Måltidsdryck;SEX1;;Systembolaget K7682;;9550;
A1061;2023-09-18;2023-10-01;1943;Bank sexmästeriet;;;STORA COOP LUND K6612;;;1367,25
A1061;2023-09-18;2023-10-01;4412;Inköp pubdryck;SEX1;;STORA COOP LUND K6612;;1367,25;
A1062;2023-09-25;2023-10-01;1943;Bank sexmästeriet;;;WILLYS LUND     K6612;;;566,4
A1062;2023-09-25;2023-10-01;4412;Inköp pubdryck;SEX1;;WILLYS LUND     K6612;;566,4;
A1063;2023-09-25;2023-10-01;1943;Bank sexmästeriet;;;ICA KVANTUM MALMBORGS K6612;;;126,7
A1063;2023-09-25;2023-10-01;4412;Inköp pubdryck;SEX1;;ICA KVANTUM MALMBORGS K6612;;126,7;
A1064;2023-09-25;2023-10-01;1943;Bank sexmästeriet;;;WILLYS LUND K7490;;;2422,25
A1064;2023-09-25;2023-10-01;7695;Arbetskostnad;SEX1;;WILLYS LUND K7490;;2422,25;
A1065;2023-09-22;2023-10-01;1943;Bank sexmästeriet;;;STORA COOP LUND K7682;;;3464,1
A1065;2023-09-22;2023-10-01;4321;Inköp varor;SEX1;;STORA COOP LUND K7682;;3464,1;
A1066;2023-09-19;2023-10-03;1942;Bank café;;;Zettle komplett Lp1 Lv3;;130357;
A1066;2023-09-19;2023-10-03;1942;Bank café;;;Zettle komplett Lp1 Lv3;;;2680,42
A1066;2023-09-19;2023-10-03;6571;Transaktionsavgifter;ADM1;;Zettle komplett Lp1 Lv3;;2680,42;
A1066;2023-09-19;2023-10-03;3010;Försäljning;CAF1;;Zettle komplett Lp1 Lv3;;;31797
A1066;2023-09-19;2023-10-03;3110;Biljetter;SEX1;;Zettle komplett Lp1 Lv3;;;23035
A1066;2023-09-19;2023-10-03;3110;Biljetter;NOL1;;Zettle komplett Lp1 Lv3;;;64545
A1066;2023-09-19;2023-10-03;3010;Försäljning;NOL1;;Zettle komplett Lp1 Lv3;;;10980
A1067;2023-09-26;2023-10-03;1942;Bank café;;;Zettle Komplett Lp1 Lv4;;190348;
A1067;2023-09-26;2023-10-03;1942;Bank café;;;Zettle Komplett Lp1 Lv4;;;3703,76
A1067;2023-09-26;2023-10-03;6571;Transaktionsavgifter;ADM1;;Zettle Komplett Lp1 Lv4;;3703,76;
A1067;2023-09-26;2023-10-03;3010;Försäljning;CAF1;;Zettle Komplett Lp1 Lv4;;;32153
A1067;2023-09-26;2023-10-03;3412;Medaljintäkt;ADM2;;Zettle Komplett Lp1 Lv4;;;4780
A1067;2023-09-26;2023-10-03;3413;Uthyrning;PRY1;;Zettle Komplett Lp1 Lv4;;;5300
A1067;2023-09-26;2023-10-03;3010;Försäljning;PRY1;;Zettle Komplett Lp1 Lv4;;;540
A1067;2023-09-26;2023-10-03;3121;Dryckesförsäljning;SEX1;;Zettle Komplett Lp1 Lv4;;;35080
A1067;2023-09-26;2023-10-03;3010;Försäljning;SEX1;;Zettle Komplett Lp1 Lv4;;;46850
A1067;2023-09-26;2023-10-03;3110;Biljetter;SEX1;;Zettle Komplett Lp1 Lv4;;;56665
A1067;2023-09-26;2023-10-03;3010;Försäljning;CAF1;;Zettle Komplett Lp1 Lv4;;;3270
A1067;2023-09-26;2023-10-03;3010;Försäljning;NOL1;;Zettle Komplett Lp1 Lv4;;;4150
A1067;2023-09-26;2023-10-03;3110;Biljetter;NOL1;;Zettle Komplett Lp1 Lv4;;;1560
A1068;2023-10-03;2023-10-03;1941;Bank F;;;Föset Outfit;;;126
A1068;2023-10-03;2023-10-03;5480;Arbetskläder;NOL1;;Föset Outfit;;126;
A1069;2023-10-03;2023-10-03;1941;Bank F;;;Föset Outfit;;;179,8
A1069;2023-10-03;2023-10-03;5480;Arbetskläder;NOL1;;Föset Outfit;;179,8;
A1070;2023-10-03;2023-10-03;1941;Bank F;;;Uppdragskväll;;;176
A1070;2023-10-03;2023-10-03;4311;Inköp mat;NOL1;;Uppdragskväll;;176;
A1071;2023-10-03;2023-10-03;1941;Bank F;;;Föset Outfit;;;408
A1071;2023-10-03;2023-10-03;5480;Arbetskläder;NOL1;;Föset Outfit;;408;
A1072;2023-10-03;2023-10-03;1941;Bank F;;;Föset Outfit;;;179,95
A1072;2023-10-03;2023-10-03;5480;Arbetskläder;NOL1;;Föset Outfit;;179,95;
A1073;2023-10-03;2023-10-03;1941;Bank F;;;Regattan Outfit;;;330
A1073;2023-10-03;2023-10-03;5460;Förbrukningsmaterial;NOL1;;Regattan Outfit;;330;
A1074;2023-10-03;2023-10-03;1941;Bank F;;;Stortorg Matpref;;;19,9
A1074;2023-10-03;2023-10-03;4311;Inköp mat;NOL1;;Stortorg Matpref;;19,9;
A1075;2023-10-03;2023-10-03;1941;Bank F;;;Stortorg Städ;;;49,8
A1075;2023-10-03;2023-10-03;5460;Förbrukningsmaterial;NOL1;;Stortorg Städ;;49,8;
A1076;2023-10-03;2023-10-03;1941;Bank F;;;Stortorg Glas;;;59,8
A1076;2023-10-03;2023-10-03;5460;Förbrukningsmaterial;NOL1;;Stortorg Glas;;59,8;
A1077;2023-10-03;2023-10-03;1941;Bank F;;;Stortorg Band;;;139,7
A1077;2023-10-03;2023-10-03;5460;Förbrukningsmaterial;NOL1;;Stortorg Band;;139,7;
A1078;2023-10-03;2023-10-03;1941;Bank F;;;Stortorg Folie;;;113,6
A1078;2023-10-03;2023-10-03;5460;Förbrukningsmaterial;NOL1;;Stortorg Folie;;113,6;
A1079;2023-10-03;2023-10-03;1941;Bank F;;;Stortorg Mat;;;171,92
A1079;2023-10-03;2023-10-03;4311;Inköp mat;NOL1;;Stortorg Mat;;171,92;
A1080;2023-10-03;2023-10-03;1941;Bank F;;;Stortorg Glas;;;1557,8
A1080;2023-10-03;2023-10-03;5460;Förbrukningsmaterial;NOL1;;Stortorg Glas;;1557,8;
A1081;2023-10-02;2023-10-03;1946;Bank nollning;NOL1;;STORA COOP LUND K9075;;;583,49
A1081;2023-10-02;2023-10-03;4311;Inköp mat;NOL1;;STORA COOP LUND K9075;;583,49;
A1082;2023-09-29;2023-10-03;1946;Bank nollning;NOL1;;Systembolaget K9075;;;2339
A1082;2023-09-29;2023-10-03;4412;Inköp pubdryck;NOL1;;Systembolaget K9075;;2339;
A1083;2023-09-29;2023-10-03;1946;Bank nollning;NOL1;;Systembolaget K9075;;;4640,3
A1083;2023-09-29;2023-10-03;4412;Inköp pubdryck;NOL1;;Systembolaget K9075;;4640,3;
A1084;2023-09-13;2023-10-03;1946;Bank nollning;NOL1;;CATCHER GAMES SALTSJO-BOO;;;1223,03
A1084;2023-09-13;2023-10-03;4210;Arrangemangskostnad;NOL1;;CATCHER GAMES SALTSJO-BOO;;1223,03;
A1085;2023-10-02;2023-10-04;3800;Internt (biljetter och försäljning);CAF1;;Föset;kaffe till stortorgs;;350
A1085;2023-10-02;2023-10-04;4412;Inköp pubdryck;NOL1;;Föset;;350;
A1086;2023-05-19;2023-10-04;1944;Bank projekt;;;ICA KVANTUM MALMBORGS K1665;;;67,63
A1086;2023-05-19;2023-10-04;4321;Inköp varor;CAF1;;ICA KVANTUM MALMBORGS K1665;;67,63;
A1087;2023-08-28;2023-10-04;1943;Bank sexmästeriet;;;HEMTEX.SE K7682;;;768,8
A1087;2023-08-28;2023-10-04;4321;Inköp varor;SEX1;;HEMTEX.SE K7682;;768,8;
A1088;2023-08-10;2023-10-04;1943;Bank sexmästeriet;;;Klarna*hemtex.se K7682;;;548,8
A1088;2023-08-10;2023-10-04;4321;Inköp varor;SEX1;;Klarna*hemtex.se K7682;;548,8;
A1089;2023-09-13;2023-10-04;1943;Bank sexmästeriet;;;Klarna*hemtex.se K7682;;;598,68
A1089;2023-09-13;2023-10-04;4321;Inköp varor;SEX1;;Klarna*hemtex.se K7682;;598,68;
A1090;2023-08-24;2023-10-04;1943;Bank sexmästeriet;;;2CO.COM*PERFECTTABLEP AMSTERDAM;;;839,72
A1090;2023-08-24;2023-10-04;6610;Inköp inventarier;SEX1;;2CO.COM*PERFECTTABLEP AMSTERDAM;;839,72;
A1091;2023-08-10;2023-10-04;1943;Bank sexmästeriet;;;2CO.COM*PERFECTTABLEP AMSTERDAM;;;824,61
A1091;2023-08-10;2023-10-04;6610;Inköp inventarier;SEX1;;2CO.COM*PERFECTTABLEP AMSTERDAM;;824,61;
A1092;2023-05-15;2023-10-04;1943;Bank sexmästeriet;;;AXFOOD SNABBGROSS K9173;;160;
A1092;2023-05-15;2023-10-04;4311;Inköp mat;SEX1;;AXFOOD SNABBGROSS K9173;;;160
A1093;2023-08-28;2023-10-04;1943;Bank sexmästeriet;;;Klarna*partykungen.se K7682;;;1003
A1093;2023-08-28;2023-10-04;4321;Inköp varor;SEX1;;Klarna*partykungen.se K7682;;1003;
A1094;2023-09-13;2023-10-04;1943;Bank sexmästeriet;;;Klarna*partykungen.se K7682;;;1003
A1094;2023-09-13;2023-10-04;4321;Inköp varor;SEX1;;Klarna*partykungen.se K7682;;1003;
A1095;2023-09-12;2023-10-05;1943;Bank sexmästeriet;;;Klarna*partykungen.se K7682;;;812
A1095;2023-09-12;2023-10-05;4321;Inköp varor;SEX1;;Klarna*partykungen.se K7682;;812;
A1096;2023-08-29;2023-10-05;1943;Bank sexmästeriet;;;temashop.se K7682;;;652
A1096;2023-08-29;2023-10-05;4321;Inköp varor;SEX1;;temashop.se K7682;;652;
A1097;2023-08-10;2023-10-05;1943;Bank sexmästeriet;;;Klarna*webflower.se K7682;;;1594
A1097;2023-08-10;2023-10-05;4321;Inköp varor;SEX1;;Klarna*webflower.se K7682;;1594;
A1098;2023-09-20;2023-10-05;1943;Bank sexmästeriet;;;Systembolaget K7682 (Retur);;1440;
A1098;2023-09-20;2023-10-05;4312;Inköp Måltidsdryck;SEX1;;Systembolaget K7682 (Retur);;;1440
A1099;2023-10-07;2023-10-07;1941;Bank F;;;Parkering Tour de lomma;;;89
A1099;2023-10-07;2023-10-07;4210;Arrangemangskostnad;KUL1;;Parkering Tour de lomma;;89;
A1100;2023-10-07;2023-10-07;1946;Bank nollning;;;Internövföring;;;32879
A1100;2023-10-07;2023-10-07;1944;Bank projekt;;;Internövföring;;32879;
A1101;2023-10-07;2023-10-07;1941;Bank F;;;Nya skåp;;;43775
A1101;2023-10-07;2023-10-07;2171;Investeringsfonden;;;Nya skåp;;43775;
A1102;2023-10-07;2023-10-07;1941;Bank F;;;Engångsartiklar;;;2067
A1102;2023-10-07;2023-10-07;5460;Förbrukningsmaterial;PRY1;;Engångsartiklar;;2067;
A1103;2023-09-29;2023-10-07;1941;Bank F;;;Kundbet Sveriges Arkitekter (1899);;5250;
A1103;2023-09-29;2023-10-07;1610;Fordringar;;;Kundbet Sveriges Arkitekter (1899);;;5250
A1104;2023-09-27;2023-10-07;1941;Bank F;;;Kundbet Maskinsektionen inom TLTH (1907);;359;
A1104;2023-09-27;2023-10-07;1610;Fordringar;;;Kundbet Maskinsektionen inom TLTH (1907);;;359
A1105;2023-09-25;2023-10-07;1941;Bank F;;;Kundbet FREJA (1901);;80;
A1105;2023-09-25;2023-10-07;1610;Fordringar;;;Kundbet FREJA (1901);;;80
A1106;2023-09-19;2023-10-07;1941;Bank F;;;Kundbet Daniel Holmkvist (1844);;250;
A1106;2023-09-19;2023-10-07;1610;Fordringar;;;Kundbet Daniel Holmkvist (1844);;;250
A1107;2023-09-11;2023-10-07;1941;Bank F;;;Kundbet Lunicore (1894);;2000;
A1107;2023-09-11;2023-10-07;1610;Fordringar;;;Kundbet Lunicore (1894);;;2000
A1108;2023-09-11;2023-10-07;1941;Bank F;;;Kundbet Triathlon AB (1896);;16000;
A1108;2023-09-11;2023-10-07;1610;Fordringar;;;Kundbet Triathlon AB (1896);;;16000
A1109;2023-09-11;2023-10-07;1941;Bank F;;;Kundbet KFS i Lund Aktiebolag (1893);;1500;
A1109;2023-09-11;2023-10-07;1610;Fordringar;;;Kundbet KFS i Lund Aktiebolag (1893);;;1500
A1110;2023-10-06;2023-10-07;1941;Bank F;;;Kundbet E-sektionen inom TLTH (1906);;1764;
A1110;2023-10-06;2023-10-07;1610;Fordringar;;;Kundbet E-sektionen inom TLTH (1906);;;1764
A1111;2023-10-05;2023-10-07;1941;Bank F;;;Kundbet W-sektionen (1905);;7000;
A1111;2023-10-05;2023-10-07;1610;Fordringar;;;Kundbet W-sektionen (1905);;;7000
A1112;2023-10-07;2023-10-07;1941;Bank F;;;Försäkring Drönare;;;1400
A1112;2023-10-07;2023-10-07;5612;Försäkring och skatt för personbilar;SAN1;;Försäkring Drönare;;1400;
A1113;2023-10-07;2023-10-07;1941;Bank F;;;Pingisbollar;;;748
A1113;2023-10-07;2023-10-07;6610;Inköp inventarier;KUL2;;Pingisbollar;;748;
A1114;2023-10-07;2023-10-07;1941;Bank F;;;Pingisnät;;;678
A1114;2023-10-07;2023-10-07;6610;Inköp inventarier;KUL2;;Pingisnät;;678;
A1115;2023-10-07;2023-10-07;1941;Bank F;;;Gasquehyra WTF;;;30395
A1115;2023-10-07;2023-10-07;5222;Hyra lokal;SEX1;;Gasquehyra WTF;;30395;
A1116;2023-10-03;2023-10-07;1942;Bank café;;;Zettle Komplett Lp1 Lv5;;60647;
A1116;2023-10-03;2023-10-07;1942;Bank café;;;Zettle Komplett Lp1 Lv5;;;1152,3
A1116;2023-10-03;2023-10-07;6571;Transaktionsavgifter;ADM1;;Zettle Komplett Lp1 Lv5;;1152,3;
A1116;2023-10-03;2023-10-07;3010;Försäljning;CAF1;;Zettle Komplett Lp1 Lv5;;;36367
A1116;2023-10-03;2023-10-07;3110;Biljetter;NOL1;;Zettle Komplett Lp1 Lv5;;;23070
A1116;2023-10-03;2023-10-07;3110;Biljetter;SEX1;;Zettle Komplett Lp1 Lv5;;;330
A1116;2023-10-03;2023-10-07;3121;Dryckesförsäljning;SEX1;;Zettle Komplett Lp1 Lv5;;;780
A1116;2023-10-03;2023-10-07;3010;Försäljning;PRY1;;Zettle Komplett Lp1 Lv5;;;100
A1117;2023-10-09;2023-10-08;1941;Bank F;;;Stortorg Bil;;;2190
A1117;2023-10-09;2023-10-08;5822;Hyra av transport/fordon;NOL1;;Stortorg Bil;;2190;
A1118;2023-10-09;2023-10-09;1941;Bank F;;;Blombukett;;;149
A1118;2023-10-09;2023-10-09;4210;Arrangemangskostnad;NOL1;;Blombukett;;149;
A1119;2023-10-06;2023-10-09;1946;Bank nollning;NOL1;;Systembolaget K9075;;2372;
A1119;2023-10-06;2023-10-09;4412;Inköp pubdryck;NOL1;;Systembolaget K9075;;;2372
A1120;2023-08-31;2023-10-09;1944;Bank projekt;;;Retur Systemet;;3292;
A1120;2023-08-31;2023-10-09;4312;Inköp Måltidsdryck;KUL1;;Retur Systemet;;;3292
A1121;2023-08-24;2023-10-09;1944;Bank projekt;;;Dekor;;;1007
A1121;2023-08-24;2023-10-09;4210;Arrangemangskostnad;KUL1;;Dekor;;1007;
A1122;2023-08-31;2023-10-09;1944;Bank projekt;;;Minecraft server;;;197,49
A1122;2023-08-31;2023-10-09;4210;Arrangemangskostnad;KUL1;;Minecraft server;;197,49;
A1123;2023-08-31;2023-10-09;1944;Bank projekt;;;6 haven;;;431,7
